INDEX,TRACK ID,VALID,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,G-X,G-Y,G-Z
143,1,FIXED,2018/3/22,0:27:18,2018/3/21,21:27:18,200,26.316999,S,48.833526,W,-17.655663,1.509954,179.944903,0.000000,0.000000,0.000000
144,1,FIXED,2018/3/22,0:27:23,2018/3/21,21:27:23,200,26.317015,S,48.833526,W,-16.753300,0.205223,92.896201,0.000000,0.000000,0.000000
145,1,FIXED,2018/3/22,0:27:28,2018/3/21,21:27:28,200,26.317015,S,48.833520,W,-16.807562,0.270139,103.880369,0.000000,0.000000,0.000000
146,1,FIXED,2018/3/22,0:27:33,2018/3/21,21:27:33,200,26.317021,S,48.833496,W,-15.681791,1.108484,44.370092,0.000000,0.000000,0.000000
147,1,FIXED,2018/3/22,0:27:38,2018/3/21,21:27:38,200,26.317000,S,48.833473,W,-14.704322,0.556192,14.892673,0.000000,0.000000,0.000000
148,1,FIXED,2018/3/22,0:27:43,2018/3/21,21:27:43,200,26.316953,S,48.833459,W,-14.300902,6.938681,4.105151,0.000000,0.000000,0.000000
149,1,FIXED,2018/3/22,0:27:48,2018/3/21,21:27:48,200,26.316913,S,48.833456,W,-13.880183,0.795178,74.351248,0.000000,0.000000,0.000000
150,1,FIXED,2018/3/22,0:27:53,2018/3/21,21:27:53,200,26.316910,S,48.833444,W,-12.041541,0.372341,277.811508,0.000000,0.000000,0.000000
151,1,FIXED,2018/3/22,0:27:58,2018/3/21,21:27:58,200,26.316907,S,48.833468,W,-11.239228,0.830793,73.480301,0.000000,0.000000,0.000000
152,1,FIXED,2018/3/22,0:28:3,2018/3/21,21:28:3,200,26.316905,S,48.833462,W,-10.274422,0.627465,335.381449,0.000000,0.000000,0.000000
153,1,FIXED,2018/3/22,0:28:8,2018/3/21,21:28:8,200,26.316899,S,48.833466,W,-9.572356,0.639289,0.143156,0.000000,0.000000,0.000000
154,1,FIXED,2018/3/22,0:28:13,2018/3/21,21:28:13,200,26.316898,S,48.833466,W,-8.674358,1.193625,110.569124,0.000000,0.000000,0.000000
155,1,FIXED,2018/3/22,0:28:18,2018/3/21,21:28:18,200,26.316900,S,48.833460,W,-6.885147,0.215350,350.577248,0.000000,0.000000,0.000000
156,1,FIXED,2018/3/22,0:28:23,2018/3/21,21:28:23,200,26.316815,S,48.833476,W,-6.738831,12.445186,325.095898,0.000000,0.000000,0.000000
